"time","site1","site2","proportion_site1","proportion_site2","magnetization"
70.5,20,80,0.2,0.8,-0.6
71,3,97,0.03,0.97,-0.94
71.5,0,100,0,1,-1
72,0,100,0,1,-1
72.5,0,100,0,1,-1
73,0,100,0,1,-1
73.5,0,100,0,1,-1
74,0,100,0,1,-1
74.5,0,100,0,1,-1
75,0,100,0,1,-1
75.5,4,96,0.04,0.96,-0.92
76,0,100,0,1,-1
76.5,0,100,0,1,-1
77,0,100,0,1,-1
77.5,1,99,0.01,0.99,-0.98
78,0,100,0,1,-1
78.5,0,100,0,1,-1
79,0,100,0,1,-1
79.5,0,100,0,1,-1
80,0,100,0,1,-1
80.5,0,100,0,1,-1
81,0,100,0,1,-1
81.5,0,100,0,1,-1
82,0,100,0,1,-1
82.5,0,100,0,1,-1
83,0,100,0,1,-1
83.5,4,96,0.04,0.96,-0.92
84,0,100,0,1,-1
84.5,0,100,0,1,-1
85,3,97,0.03,0.97,-0.94
85.5,1,99,0.01,0.99,-0.98
86,2,98,0.02,0.98,-0.96
86.5,0,100,0,1,-1
87,0,100,0,1,-1
87.5,0,100,0,1,-1
88,0,100,0,1,-1
88.5,0,100,0,1,-1
89,0,100,0,1,-1
89.5,0,100,0,1,-1
90,0,100,0,1,-1
90.5,0,100,0,1,-1
91,0,100,0,1,-1
91.5,0,100,0,1,-1
92,0,100,0,1,-1
92.5,0,100,0,1,-1
93,0,100,0,1,-1
93.5,0,100,0,1,-1
94,0,100,0,1,-1
94.5,0,100,0,1,-1
95,0,100,0,1,-1
95.5,9,91,0.09,0.91,-0.82
96,9,91,0.09,0.91,-0.82
96.5,2,98,0.02,0.98,-0.96
97,0,100,0,1,-1
97.5,0,100,0,1,-1
98,6,94,0.06,0.94,-0.88
98.5,0,100,0,1,-1
99,0,100,0,1,-1
99.5,0,100,0,1,-1
