X,longitude,latitude,lek_id,date,date_prev,date_curr,nnd_to_prev
100,74.4360087143183,27.7994471268069,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.9350718238376996
101,74.4358754173443,27.7997108764046,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,3.6682786804254808
102,74.4355695501418,27.7996830474252,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.782572728925026
103,74.4358172625563,27.7995520002976,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.4510460254409328
104,74.4356032781765,27.7994668579949,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.4280794188924446
105,74.4352949627834,27.7995309138166,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,7.584561438862424
106,74.435411974884,27.7992963511353,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.704551103222031
107,74.4352331802678,27.799751982017,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,3.740051034303848
108,74.4354994025266,27.7999277674842,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.009679418837815
109,74.4356917036213,27.7999062027152,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,0.6417200015561152
110,74.4360669068849,27.799839840016,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,4.291774057787476
111,74.4358877576052,27.7999083325316,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.255610386024003
112,74.4360035523366,27.8001219344108,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.6428329273029814
113,74.435989799387,27.7999890718402,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,0.9347729456919954
114,74.4354434871855,27.8001001142302,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.5686788293551652
115,74.4355064988018,27.800253473296902,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.905594470377051
116,74.435696973186,27.8000745819043,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,0.528340884827354
117,74.4360462733747,27.800294121054,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,2.882539366071654
118,74.4358073971842,27.8001777793575,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,7.021540840697941
119,74.4357274360379,27.8003744244965,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,1.460548684941314
120,74.4359037757377,27.8004066641062,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,3.2024083965106165
121,74.4358405904105,27.8003007962341,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,10.110634093107073
122,74.4359867499,27.8005794399433,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,3.9371043006480755
123,74.4358184535622,27.8005987695249,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,4.699132866218407
124,74.4355361296119,27.8004430899283,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,12.12130915715769
125,74.4359822333204,27.8007948961568,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,3.847365461381626
126,74.4357731977982,27.8008006700151,Tal Chhapar,2015-11-01,2014-02-01,2015-11-01,12.801233449074575
0,74.4373008076628,27.7998144497804,Tal Chhapar,2015-12-01,2015-11-01,2015-12-01,1.726800264634704
