66,74.435856831,27.798940541,289.9719,
67,74.435699992,27.798879524,289.9621,
68,74.436015303,27.798843204,289.7365,
69,74.436173776,27.798995748,289.7695,
70,74.436229323,27.799167178,289.7802,
71,74.435417356,27.799037879,290.1543,
72,74.435417356,27.798808337,290.0019,
73,74.435843761,27.798667416,289.6399,
74,74.435559474,27.798552899,289.6101,
75,74.435819136,27.798299134,288.9998,
76,74.435963107,27.798486600,289.2556,
77,74.436140499,27.798602052,289.2900,
78,74.436347457,27.798488887,288.8117,
79,74.436209914,27.798308279,288.6383,
80,74.435888550,27.798151676,288.5947,
81,74.435518340,27.798238550,288.9909,
82,74.436163637,27.798118526,288.2544,
83,74.436461863,27.798324282,288.3095,
84,74.436627686,27.798383722,288.1326,
85,74.436551844,27.798640917,288.7113,
86,74.436411187,27.798017136,287.6497,
87,74.436627130,27.798102071,287.5012,
88,74.436838921,27.798216549,287.3299,
89,74.437092239,27.798078068,286.3683,
90,74.437075628,27.798351338,287.0502,
91,74.436913671,27.798432580,287.6202,
92,74.437611334,27.798410423,285.5499,
93,74.437715153,27.798111304,284.5013,
94,74.437360092,27.798150078,285.7888,
95,74.437663244,27.797719863,283.5595,
96,74.436454557,27.797642617,286.4180,
97,74.436630664,27.797856375,286.8198,
98,74.436867187,27.797833513,286.2354,
99,74.437112709,27.797873521,285.7709,
100,74.436907037,27.797657478,285.5417,
101,74.436808057,27.797961539,286.7308,
102,74.436849191,27.798118142,287.0757,
103,74.436344277,27.799031745,289.5331,
104,74.436427598,27.799150874,289.4787,
105,74.436290364,27.798809467,289.3653,
106,74.436403092,27.798678715,289.0318,
107,74.436479877,27.798869032,289.1591,
108,74.436666123,27.798838523,288.8207,
109,74.436561564,27.799008500,289.1302,
110,74.436649786,27.799208986,289.0870,
111,74.436883410,27.799213344,288.6236,
112,74.436973265,27.798863220,288.1404,
113,74.436773950,27.798655470,288.3216,
114,74.437099063,27.798617698,287.4667,
115,74.437138273,27.798829806,287.6344,
116,74.437100697,27.799002689,287.8988,
117,74.437061487,27.799145063,288.1229,
118,74.436935689,27.799017217,288.3211,
119,74.437001039,27.798654018,287.7607,
120,74.437135005,27.798552322,287.2397,
121,74.437316350,27.798703413,286.9762,
122,74.437286942,27.798956199,287.3442,
123,74.437229762,27.799163949,287.6806,
124,74.437481357,27.799140704,286.8932,
125,74.437523834,27.798887918,286.5830,
126,74.437669236,27.798677262,285.7899,
127,74.437533636,27.799146516,286.7114,
128,74.437456851,27.799277267,286.9934,
129,74.436763503,27.798488602,288.0294,
130,74.436897011,27.798566850,287.8705,
131,74.437227745,27.798428342,286.7855,
132,74.437388560,27.798502093,286.4198,
133,74.437520045,27.798575844,286.1187,
134,74.437409800,27.798339301,286.0564,
135,74.437830700,27.798854296,285.3997,
136,74.437925774,27.798750865,284.9312,
137,74.437889363,27.798608759,284.8527,
138,74.438162446,27.798758060,283.9546,
139,74.437466590,27.798705895,286.4744,
140,74.437656891,27.799378496,286.3465,
141,74.437834284,27.799408216,285.6782,
142,74.437978254,27.799408216,285.1654,
143,74.438280336,27.799256186,283.8423,
144,74.437913982,27.799181885,285.3248,
145,74.437728876,27.798988703,285.8604,
146,74.437298249,27.799417361,287.5058,
147,74.437591333,27.799583109,286.5885,
148,74.438098648,27.798973581,284.4812,
149,74.438381448,27.798906139,283.1102,
150,74.436275325,27.799331427,289.7423,
151,74.436497513,27.799369200,289.4008,
152,74.437188583,27.799592931,287.7916,
153,74.436997436,27.799521744,288.3051,
154,74.437371561,27.799723682,287.3275,
155,74.437405870,27.799591478,287.1288,
156,74.437492458,27.799762908,286.7867,
158,74.436712073,27.799422894,288.9792,
157,74.437124787,27.799419052,287.9702,
159,74.437160478,27.799311031,287.8597,
160,74.437030864,27.799306577,288.2394,
161,74.436566617,27.799712426,289.1139,
162,74.436719586,27.799548964,288.9269,
163,74.436690020,27.799676990,288.9208,
164,74.436997243,27.799735287,288.1783,
165,74.437060231,27.799881603,287.9128,
166,74.437142500,27.799794728,287.7921,
167,74.437618173,27.799944418,286.1759,
168,74.437710726,27.799768383,286.0337,
169,74.437902258,27.799935274,285.2085,
170,74.437795566,27.800071301,285.4635,
171,74.438152922,27.799979854,284.1763,
172,74.437956247,27.799792388,285.1037,
173,74.437852126,27.799627783,285.6151,
174,74.437944678,27.799584346,285.2580,
175,74.438215909,27.799508902,284.1063,
176,74.438537272,27.799960422,282.4276,
177,74.437311820,27.800437664,286.3671,
178,74.436823861,27.798887415,288.4719,
179,74.436727776,27.799019627,288.7691,
180,74.436825031,27.798760407,288.3088,
181,74.437489119,27.800233767,286.2051,
182,74.436719630,27.800280257,288.1288,
183,74.436731066,27.800376141,287.9297,
184,74.436883003,27.800392122,287.5820,
185,74.437235890,27.800302049,286.8882,
