1,74.435880539,27.800253451,289.3180,
2,74.435545093,27.800311516,289.3874,
3,74.435623193,27.800494819,288.9927,
4,74.435924610,27.800372136,289.0631,
5,74.436059357,27.800269229,289.1533,
6,74.436090269,27.800057775,289.4347,
7,74.435788826,27.800100459,289.6128,
8,74.435419108,27.800111505,289.7299,
9,74.435471421,27.799924016,289.9923,
10,74.435754390,27.799933884,289.8605,
11,74.435987423,27.799893003,289.7428,
12,74.436357079,27.800085036,289.0420,
13,74.436646198,27.800155806,288.4757,
14,74.436306709,27.800285699,288.8067,
15,74.436250926,27.800697596,287.9886,
16,74.436420167,27.800662659,287.8618,
17,74.436162277,27.800416310,288.7595,
18,74.436382894,27.800479913,288.3263,
19,74.436598474,27.800480809,287.9807,
20,74.436783833,27.800639368,287.2425,
21,74.436991355,27.800344645,287.4312,
22,74.436889609,27.800508579,287.3231,
23,74.436000087,27.800662659,288.3773,
24,74.436846978,27.800214192,287.9854,
25,74.437129046,27.800226734,287.2604,
26,74.436962828,27.800043987,287.9800,
27,74.437530993,27.800125506,286.2318,
28,74.437691167,27.800305565,285.4229,
29,74.437233814,27.799959780,287.3795,
30,74.437350671,27.800176568,286.7207,
31,74.437213667,27.800095944,287.2470,
32,74.437148103,27.800551488,286.6193,
33,74.437080246,27.800625492,286.5784,
34,74.437376002,27.800590198,285.8664,
35,74.437506595,27.800660787,285.3337,
36,74.437758819,27.800565150,284.6644,
37,74.437436177,27.800418280,286.0434,
38,74.435697775,27.799790359,290.0213,
39,74.435846888,27.799738920,290.0019,
40,74.436098837,27.799648616,289.9073,
41,74.436330218,27.799679479,289.6450,
42,74.435796755,27.799554883,290.2091,
43,74.435877739,27.799551453,290.1132,
44,74.435486961,27.799615466,290.2429,
45,74.435409834,27.799492013,290.2543,
46,74.435602652,27.799452005,290.2839,
47,74.435943297,27.799425714,290.1174,
48,74.435808324,27.799414283,290.1921,
49,74.435494673,27.799327408,290.2841,
50,74.436006284,27.799280541,290.0323,
51,74.435767190,27.799282828,290.2508,
52,74.436026851,27.799497728,290.0093,
53,74.436448480,27.799541165,289.4275,
54,74.436159253,27.799418855,289.9018,
55,74.436195645,27.799894769,289.5135,
56,74.435984259,27.799765254,289.8762,
57,74.436397929,27.799850698,289.2902,
58,74.436612350,27.799955928,288.8174,
59,74.436796428,27.799803029,288.6263,
60,74.435198108,27.799726813,290.1056,
61,74.435124274,27.799556826,290.1969,
62,74.435659149,27.799158461,290.2302,
63,74.435693458,27.799061124,290.1298,
64,74.436000600,27.799068388,289.9664,
65,74.435892773,27.799167178,290.1173,
