,longitude,latitude,pos_x,pos_y
0,72.0224692129169,22.0477547453907,192659.72987735237,2441112.348534655
1,72.0226052008786,22.0475546287505,192673.3427792872,2441089.902417096
2,72.0226893282406,22.0476941468389,192682.333856115,2441105.190637703
3,72.0228391583814,22.0477161701279,192697.85701162356,2441107.328566562
4,72.0229089725854,22.0474849056829,192704.56769463804,2441081.564908396
5,72.0239446734419,22.0474512258564,192811.4695035803,2441075.7453336203
6,72.0234764202727,22.0474869471051,192763.1821958557,2441080.6469909367
7,72.0230767247425,22.047202131288,192721.2827540731,2441049.896753058
8,72.023473195321,22.0472206538356,192762.27322783263,2441051.1496134996
9,72.0231408118129,22.047992055282,192729.610599713,2441137.286938804
10,72.0228479569837,22.0479714254896,192699.31792331545,2441135.591774777
11,72.0221513701202,22.0479372969779,192627.29578713112,2441133.215334878
12,72.0224048369729,22.0479729080422,192653.5526427623,2441136.6496450626
13,72.0221153528328,22.0476237430456,192622.8972731576,2441098.547839039
14,72.0221994733748,22.0474564118593,192631.2238263577,2441079.838752
15,72.0218218746379,22.0477585340277,192592.87639405316,2441114.073942274
16,72.0224402523772,22.0474417413442,192656.06149930204,2441077.727731309
17,72.0225090942432,22.0470966043194,192662.42537371424,2441039.349525993
18,72.0226994565803,22.0473287063868,192682.58948890562,2441064.681332186
19,72.0215993860476,22.0484769420323,192571.4508155582,2441194.11864766
20,72.021916284911,22.048240761683,192603.67117390578,2441167.311823065
21,72.0216836534307,22.047953933502,192579.02275059454,2441136.0020135813
22,72.0231318510453,22.0474354710852,192727.48127331713,2441075.638419556
23,72.023261838315,22.0473367384305,192740.69377037976,2441064.4372832235
24,72.0243802240177,22.046580775456,192854.5745009035,2440978.4262405057
25,72.0220355606415,22.0470514091161,192613.417464156,2441035.297161269
26,72.0221086862839,22.0470318838887,192620.92819306965,2441032.986377588
27,72.021578320807,22.0467066514368,192565.44423543557,2440998.022106707
28,72.0218830244838,22.0467188383904,192596.94279844733,2440998.757724157
29,72.0224691990462,22.0462859772692,192656.5511342007,2440949.6167583964
30,72.0234097676548,22.0465653117046,192754.30473962345,2440978.6690600677
31,72.0234227769741,22.0469291004326,192756.43514756928,2441018.9486901555
