,longitude,latitude,pos_x,pos_y
0,72.0226686837561,22.0476879241346,192680.18808667018,2441104.542825984
1,72.0228516473911,22.0474929373053,192698.66410674248,2441082.5703619034
2,72.0225963279193,22.0475115897348,192672.33321404393,2441085.151813478
3,72.0226206446813,22.0479243020844,192675.73760565085,2441130.829137941
4,72.0224511576176,22.047728958488,192657.8092130199,2441109.5278935703
5,72.0222899250233,22.047409404149,192640.4646348399,2441074.448115424
6,72.0228381178097,22.0476878359532,192697.68824598775,2441104.1913874694
7,72.0228754527637,22.0479558096825,192702.12409886596,2441133.806181024
8,72.0227805713166,22.0478353238088,192692.06346609694,2441120.648307957
9,72.0230176038167,22.0476376487405,192716.11828058143,2441098.268991981
10,72.022684205706,22.0473465212252,192681.05280210357,2441066.685876673
11,72.0224458014123,22.047268301182,192656.25944153807,2441058.500279301
12,72.0225067383658,22.0470947177073,192662.17795976833,2441039.1452502557
13,72.022301479294,22.0480472278309,192643.03793586878,2441145.0923433765
14,72.0220834984588,22.0477505976026,192619.8815862335,2441112.6669122437
15,72.0216680391201,22.0479620904323,192577.4276467528,2441136.937257658
16,72.023096994561,22.0478406124779,192724.7573023864,2441120.596224778
17,72.0232862213826,22.0477388447191,192744.0818675054,2441108.9393692696
18,72.0222585020506,22.0475871867032,192637.60366318573,2441094.2088684267
19,72.0222869361516,22.0477968116649,192640.99405360897,2441117.3768716333
20,72.0221567681159,22.0479575482881,192627.89714461286,2441135.44818697
21,72.0227286283452,22.0482364211268,192687.5660687571,2441165.192528469
22,72.0234728644461,22.047489875503,192762.8212573721,2441080.9786104932
23,72.0231042292118,22.0474789068755,192724.72223422036,2441080.506568326
24,72.0220735068377,22.0481337293549,192619.6785335397,2441155.1360684014
25,72.0219048313703,22.0473516905526,192600.56446280476,2441068.8304650956
26,72.0239609423068,22.0474659394199,192813.18168244255,2441077.3427246804
27,72.023430409399,22.0469387332307,192757.24431369384,2441020.0005658977
28,72.0227941536068,22.0471967516674,192692.08507132472,2441049.870487035
29,72.0228879664513,22.0473704155899,192702.15038938937,2441068.9223666834
30,72.0236734409153,22.0479033996294,192784.43245310348,2441126.390528003
31,72.0236482654914,22.048161727338,192782.39079170453,2441155.0626154514
32,72.0231376237168,22.0483712038818,192730.10136029363,2441179.3010290903
33,72.0226686395745,22.0481694118839,192681.225071772,2441157.889229655
34,72.0225327018745,22.048061319732,192666.95067263232,2441146.187326518
35,72.0234438133373,22.0483056219242,192761.5847994117,2441171.417552726
36,72.0215802989433,22.0484655871097,192569.45480118948,2441192.899086767
37,72.0229131149941,22.0478071624502,192705.69258852594,2441117.2609068053
38,72.0228037559729,22.048591382119,192696.09358100488,2441204.3688416076
39,72.0228156961452,22.0465017093239,192692.80678244482,2440972.820019914
40,72.0230371135934,22.0471025207943,192716.9759783707,2441038.9403042016
41,72.0215630111934,22.047510010184,192565.6013399837,2441087.0609794017
42,72.0214046066084,22.0478453219226,192549.96580099728,2441124.5313513926
43,72.0209675317351,22.0479034613944,192504.94745214755,2441131.854751144
44,72.0222328975011,22.0481935842716,192636.2709834961,2441161.4461950283
45,72.0222991422192,22.0486972326154,192644.20283135812,2441217.114194508
46,72.021730091789,22.047043173109,192581.84849499958,2441035.0008075386
47,72.0213104671499,22.0471425966326,192538.7216179518,2441046.862937811
