,longitude,latitude,pos_x,pos_y
0,72.0367198146439,22.0522971421427,194141.40614499518,2441586.947188473
1,72.0358978515798,22.0528774687645,194057.76149763976,2441652.8940116786
2,72.0363101214552,22.0526744741265,194099.90453270118,2441629.5756961755
3,72.0358746613993,22.0519007036577,194053.2624352601,2441544.721023751
4,72.0363796919967,22.0516738257116,194104.9349745576,2441518.5703851343
5,72.0371269311458,22.0513538077794,194181.42326010275,2441481.614470797
6,72.0364776060921,22.0512988792556,194114.24043351843,2441476.8320842204
7,72.0358488945321,22.0512941028612,194049.2945848031,2441477.565135929
8,72.0354830050177,22.0509382610258,194010.73767104943,2441438.8747581146
9,72.0359339251939,22.0508833323406,194057.19213444355,2441431.8835718282
10,72.0344214100886,22.0501465694358,193899.38602924527,2441353.2923220913
11,72.0340709806945,22.0507340695013,193864.45822308015,2441419.0877483445
12,72.0352536798995,22.0507531751535,193986.65335945884,2441418.8289064416
13,72.0351841093581,22.0502564273571,193978.39769105427,2441363.932013682
14,72.0357355203164,22.0506074944902,194036.1059773435,2441401.720810245
15,72.0335221464229,22.0511902162434,193808.75560764526,2441470.728807019
16,72.0332232507633,22.0514123185748,193778.36333255813,2441495.937065839
17,72.0329990790185,22.0510875236497,193754.5098057547,2441460.4022566145
18,72.0334757660619,22.0496139961297,193800.5676671269,2441296.1862915577
19,72.0323143870295,22.0509388122116,193683.47143260803,2441445.3021686445
20,72.0318952587225,22.051823442408,193642.09010217525,2441544.15660557
21,72.0325467750018,22.0514965145016,193708.67597452027,2441506.6251300494
22,72.0279405134097,22.0479041039745,193225.1659149821,2441117.872686997
23,72.0278077202828,22.0481848845292,193212.0564983188,2441149.2489145887
24,72.0288368670168,22.0482271938796,193318.4446409201,2441151.865106005
25,72.0282060996637,22.0470194492679,193250.6873451005,2441019.323344445
26,72.0292165723643,22.0470521431273,193355.12677749043,2441020.9121322935
27,72.0294738590478,22.0474098519182,193382.47316720145,2441060.026548179
28,72.0278637423832,22.0475752438491,193216.52636355348,2441081.591379811
29,72.028145927778,22.0477175576814,193245.97967358324,2441096.7909233184
30,72.0284281131729,22.0478714103121,193275.45783361135,2441113.2689487836
31,72.0311462224906,22.0512849725125,193563.5653698725,2441486.0034924117
32,72.0307934907471,22.050754193038,193525.98867301957,2441427.905625129
33,72.0302083710314,22.0504464938799,193464.89098066586,2441394.991292437
34,72.0312624164767,22.0500695614991,193572.94448092702,2441351.109387395
35,72.0318143379108,22.0499022493551,193629.58870850975,2441331.4624241777
36,72.0325281009683,22.0498907105793,193703.28472949174,2441328.7491290024
37,72.0314657559525,22.049094532773,193591.84328661166,2441242.6730459165
38,72.0322168670769,22.0495926252104,193670.49620021915,2441296.348662453
39,72.031961655286,22.0497637839829,193644.50574957253,2441315.8251003665
40,72.0313308879329,22.0497791690309,193579.39014680288,2441318.7979146997
41,72.032837259967,22.0498791718025,193735.19128096325,2441326.84931136
42,72.0327770880813,22.0495483931344,193728.26328625256,2441290.3219449427
43,72.03260902178,22.0496580117322,193711.14089640346,2441302.804830085
44,72.0323081623517,22.050288797802,193681.42682629154,2441373.2969355173
45,72.0331941414957,22.0498830180615,193772.06000830868,2441326.5582255903
46,72.033293736341,22.050071484626,193782.75290396204,2441347.2390486817
47,72.0333165601597,22.0501926415706,193785.37142303993,2441360.616646004
48,72.0336817412588,22.049996482656,193822.66619041242,2441338.1496244944
49,72.0337896356745,22.050009944551,193833.83904270874,2441339.4243366616
50,72.0337937854597,22.0498772486729,193833.98165742593,2441324.714096801
51,72.0340033496133,22.0499772513752,193855.8419527379,2441335.3727536667
52,72.0342066890889,22.0499195575171,193876.71947152383,2441328.5721201077
53,72.0345428216916,22.0496368572726,193910.82768386992,2441296.5754363113
54,72.0340614466063,22.0496753199241,193861.1918015225,2441301.8038596488
55,72.0336257191584,22.0493676184192,193815.52453739027,2441268.587822095
56,72.0342793103302,22.0491753046388,193882.61636448465,2441245.9675364424
57,72.0316192980055,22.050908042366,193611.613423658,2441443.2905264487
58,72.0299656085961,22.0473617728323,193433.1606683625,2441053.7103759055
59,72.0307104950427,22.0474329298737,193510.25112072018,2441060.095934998
60,72.0311669714167,22.0471617636593,193556.81418148847,2441029.13436249
61,72.0314491568115,22.0475021637175,193586.69438489608,2441066.2813000507
62,72.0319554306081,22.0476675555405,193639.34234152798,2441083.5879054596
63,72.031181495665,22.0478117924376,193559.71641816862,2441101.1245289464
64,72.0306710720831,22.0478752566257,193507.1334949672,2441109.182442646
65,72.030554878097,22.047725250317,193494.80860681564,2441092.7963063917
66,72.0302291199574,22.0476252460228,193460.94639996713,2441082.3716202825
67,72.0300901021526,22.0470271419414,193445.297178209,2441016.3847867595
68,72.0320010782455,22.0483618144556,193645.55421820498,2441160.4159151977
69,72.0323787087003,22.0478733334689,193683.50491612335,2441105.536031775
70,72.0313288130402,22.0481579603906,193575.67894472217,2441139.1816838505
71,72.0321961181508,22.0492118442772,193667.53203894518,2441254.2021022895
72,72.0345490463694,22.0490118377198,193910.12389827997,2441227.314578176
73,72.0428818150872,22.050384953968,194773.72457941482,2441362.7330318764
74,72.0343789051755,22.053127300306,193901.41938394017,2441683.6246135305
75,72.0349764742469,22.0535349938192,193964.01616417977,2441727.594166666
