,longitude,latitude,pos_x,pos_y
0,72.0229846776601,22.0483302897616,192714.21558971732,2441175.0763557283
1,72.0233057607168,22.0482154526011,192747.13080011896,2441161.705603859
2,72.0236283091946,22.0482356284229,192780.4893840861,2441163.290693794
3,72.0232841963218,22.0479437534597,192744.3158674725,2441131.6462553814
4,72.0230704165745,22.0481315267726,192722.64136171347,2441152.8815824348
5,72.0233079759683,22.0477411829838,192746.33389068436,2441109.1545758424
6,72.0232384725393,22.0474239481002,192738.46899243887,2441074.1467618993
7,72.023065619871,22.0472101892763,192720.15318860015,2441050.811926054
8,72.0228987915296,22.0470352372985,192702.54350795865,2441031.7645520614
9,72.0227908899025,22.0471978709066,192691.75039259804,2441050.0010739905
10,72.0229265620097,22.0475487432378,192706.52253563277,2441088.602305507
11,72.0228790827848,22.0474911210984,192701.4939039232,2441082.3138139923
12,72.0227439204206,22.0474353590896,192687.41273978673,2441076.40822815
13,72.0226944871176,22.0473789639217,192682.18491909897,2441070.2596239178
14,72.022687896582,22.0473303016154,192681.39893793297,2441064.8813863527
15,72.0228581965214,22.0477015262446,192699.79173001111,2441105.667711669
16,72.022632358299,22.0475451970017,192676.1273904948,2441088.802662945
17,72.0228355785676,22.047963244355,192698.02169902856,2441134.710309046
18,72.0228189631207,22.0478823815953,192696.13062887848,2441125.7846457367
19,72.022770717122,22.047877240862,192691.13632716198,2441125.31236824
20,72.0228017187419,22.0478271047954,192694.22994135425,2441119.6950404593
21,72.0226328655009,22.0479361386823,192677.02546161844,2441132.1159259873
22,72.0225969548221,22.0479702597081,192673.39017038333,2441135.968775591
23,72.0225803215953,22.0479257419939,192671.57587292732,2441131.069989872
24,72.0225408895229,22.0480255229261,192667.7189099494,2441142.204715953
25,72.0224682973842,22.0479415444771,192660.03942208627,2441133.046741591
26,72.0225354161027,22.0478945704478,192666.87028965435,2441127.7069058535
27,72.0225117552621,22.0481949752314,192665.0763031516,2441161.0378991673
28,72.0223022564146,22.0481986839477,192643.44587347616,2441161.8713228772
29,72.0222397674937,22.0483107954583,192637.23415276612,2441174.4187269257
30,72.0221637202954,22.0481284807608,192628.98503773566,2441154.3725917265
31,72.0222088797331,22.0480654538596,192633.5130506343,2441147.2984556663
32,72.0222952547126,22.0480488053741,192642.39843138546,2441145.279681056
33,72.0223692510153,22.0479880751907,192649.9098921052,2441138.4018554934
34,72.022153488871,22.0479609418091,192627.5657835753,2441135.8307854934
35,72.0225758711387,22.0477944541788,192670.83219068265,2441116.532963565
36,72.0226509763845,22.0477024206679,192678.39050229883,2441106.184674279
37,72.0226884484652,22.0478033497115,192682.4792095999,2441117.2915163985
38,72.0224438866617,22.0475882977115,192656.75392202212,2441093.958079768
39,72.0224998330511,22.0477881464552,192662.96479732328,2441115.98744549
40,72.0224967909104,22.0477458659468,192662.559118291,2441111.309121802
41,72.0224634906817,22.0477586879311,192659.14737348858,2441112.7968876744
42,72.0223133719472,22.0478010943686,192643.73379402532,2441117.798055951
43,72.0222546354621,22.0479105766638,192637.9039395732,2441130.0465856204
44,72.022277629755,22.0476828681648,192639.78631175536,2441104.7712967186
45,72.0221233919844,22.0477551667993,192624.01195804134,2441113.092691207
46,72.0221677629241,22.0476321160917,192628.3286788087,2441099.369820902
47,72.0219963603086,22.0478249825163,192611.04228422733,2441121.0841328227
48,72.0219645193723,22.0476278413859,192607.32697731967,2441099.306146152
49,72.0218082134806,22.0477729901894,192591.49665297387,2441115.7031668588
50,72.0220744672756,22.0481520673863,192619.8174110275,2441157.1658896026
51,72.0218761803119,22.0480955287254,192599.21464710822,2441151.301662223
52,72.0217518540849,22.04768439867,192585.4837571882,2441106.0013738647
53,72.0216520608372,22.0475459915607,192574.8768966847,2441090.867890232
54,72.0225822760935,22.0474938548131,192670.84347552608,2441083.2152145198
55,72.0221525160002,22.047434207195,192626.32568588085,2441077.4732995494
56,72.02228045381,22.0475962251419,192639.89055294252,2441095.1660068072
57,72.022326382298,22.047226555747,192643.83463843085,2441054.115941674
58,72.0221470036496,22.047273280188,192625.40816205367,2441059.6545449016
59,72.0218479731066,22.0470909419796,192594.1275339856,2441040.055567315
60,72.0223319709625,22.046915113804,192643.73811839108,2441019.5985335065
61,72.0224205986992,22.0466436702507,192652.3050680958,2440989.3452731576
62,72.0225235519345,22.0471024963618,192663.9314187803,2441039.9731773236
